Timestamp_Offset,Kinematic_Metric,Calculated_Value,Safety_Classification
1007.71,frontal_plane_knee_projection_angle,0.26,GREEN
1007.74,knee_flexion_depth,25.67,GREEN
1007.74,frontal_plane_knee_projection_angle,8.02,GREEN
1007.77,knee_flexion_depth,59.2,GREEN
1007.77,frontal_plane_knee_projection_angle,1.49,GREEN
1007.8,knee_flexion_depth,37.62,GREEN
1007.8,frontal_plane_knee_projection_angle,3.77,GREEN
1007.83,knee_flexion_depth,58.25,GREEN
1007.83,frontal_plane_knee_projection_angle,8.34,GREEN
1007.86,knee_flexion_depth,51.02,GREEN
1007.86,frontal_plane_knee_projection_angle,4.64,GREEN
1007.89,knee_flexion_depth,27.77,GREEN
1007.89,frontal_plane_knee_projection_angle,2.71,GREEN
1007.92,knee_flexion_depth,8.1,GREEN
1007.92,frontal_plane_knee_projection_angle,8.56,GREEN
1007.95,knee_flexion_depth,49.63,GREEN
1007.95,frontal_plane_knee_projection_angle,9.9,GREEN
1007.98,knee_flexion_depth,59.72,GREEN
1007.98,frontal_plane_knee_projection_angle,5.5,GREEN
1008.01,knee_flexion_depth,47.22,GREEN
1008.01,frontal_plane_knee_projection_angle,9.35,GREEN
1008.04,knee_flexion_depth,51.65,GREEN
1008.04,frontal_plane_knee_projection_angle,2.45,GREEN
1008.07,knee_flexion_depth,29.73,GREEN
1008.07,frontal_plane_knee_projection_angle,1.28,GREEN
1008.1,knee_flexion_depth,57.38,GREEN
1008.1,frontal_plane_knee_projection_angle,6.0,GREEN
1008.13,knee_flexion_depth,17.55,GREEN
1008.13,frontal_plane_knee_projection_angle,6.65,GREEN
1008.16,knee_flexion_depth,38.94,GREEN
1008.16,frontal_plane_knee_projection_angle,3.55,GREEN
1008.19,knee_flexion_depth,11.23,GREEN
1008.19,frontal_plane_knee_projection_angle,6.65,GREEN
1008.22,knee_flexion_depth,33.56,GREEN
1008.22,frontal_plane_knee_projection_angle,7.65,GREEN
1008.25,knee_flexion_depth,33.56,GREEN
1008.25,frontal_plane_knee_projection_angle,8.44,GREEN
1008.28,knee_flexion_depth,35.3,GREEN
1008.28,frontal_plane_knee_projection_angle,5.55,GREEN
1008.31,knee_flexion_depth,53.13,GREEN
1008.31,frontal_plane_knee_projection_angle,3.99,GREEN
1008.34,knee_flexion_depth,12.36,GREEN
1008.34,frontal_plane_knee_projection_angle,0.28,GREEN
1008.37,knee_flexion_depth,46.46,GREEN
1008.37,frontal_plane_knee_projection_angle,6.14,GREEN
1008.4,knee_flexion_depth,43.65,GREEN
1008.4,frontal_plane_knee_projection_angle,2.11,GREEN
1008.43,knee_flexion_depth,12.49,GREEN
1008.43,frontal_plane_knee_projection_angle,0.14,GREEN
1008.46,knee_flexion_depth,24.25,GREEN
1008.46,frontal_plane_knee_projection_angle,5.84,GREEN
1008.49,knee_flexion_depth,26.53,GREEN
1008.49,frontal_plane_knee_projection_angle,4.33,GREEN
1008.52,knee_flexion_depth,54.64,GREEN
1008.52,frontal_plane_knee_projection_angle,3.45,GREEN
1008.55,knee_flexion_depth,33.22,GREEN
1008.55,frontal_plane_knee_projection_angle,7.76,GREEN
1008.58,knee_flexion_depth,26.77,GREEN
1008.58,frontal_plane_knee_projection_angle,6.16,GREEN
1008.61,knee_flexion_depth,52.34,GREEN
1008.61,frontal_plane_knee_projection_angle,9.4,GREEN
1008.64,knee_flexion_depth,13.07,GREEN
1008.64,frontal_plane_knee_projection_angle,9.17,GREEN
1008.67,knee_flexion_depth,32.02,GREEN
1008.67,frontal_plane_knee_projection_angle,2.56,GREEN
1008.7,knee_flexion_depth,30.21,GREEN
1008.7,frontal_plane_knee_projection_angle,9.7,GREEN
1008.73,knee_flexion_depth,32.04,GREEN
1008.73,frontal_plane_knee_projection_angle,3.25,GREEN
1008.76,knee_flexion_depth,39.77,GREEN
1008.76,frontal_plane_knee_projection_angle,2.38,GREEN
1008.79,knee_flexion_depth,9.16,GREEN
1008.79,frontal_plane_knee_projection_angle,1.28,GREEN
1008.82,knee_flexion_depth,12.03,GREEN
1008.82,frontal_plane_knee_projection_angle,1.5,GREEN
1008.85,knee_flexion_depth,12.62,GREEN
1008.85,frontal_plane_knee_projection_angle,6.34,GREEN
1008.88,knee_flexion_depth,14.99,GREEN
1008.88,frontal_plane_knee_projection_angle,3.42,GREEN
1008.91,knee_flexion_depth,54.23,GREEN
1008.91,frontal_plane_knee_projection_angle,4.69,GREEN
1008.94,knee_flexion_depth,41.65,GREEN
1008.94,frontal_plane_knee_projection_angle,1.71,GREEN
1008.97,knee_flexion_depth,15.56,GREEN
1008.97,frontal_plane_knee_projection_angle,0.4,GREEN
1009.0,knee_flexion_depth,14.27,GREEN
1009.0,frontal_plane_knee_projection_angle,2.76,GREEN
1009.03,knee_flexion_depth,14.72,GREEN
1009.03,frontal_plane_knee_projection_angle,0.88,GREEN
1009.06,knee_flexion_depth,11.62,GREEN
1009.06,frontal_plane_knee_projection_angle,4.56,GREEN
1009.09,knee_flexion_depth,16.33,GREEN
1009.09,frontal_plane_knee_projection_angle,3.61,GREEN
1009.12,knee_flexion_depth,32.64,GREEN
1009.12,frontal_plane_knee_projection_angle,6.83,GREEN
1009.15,knee_flexion_depth,7.16,GREEN
1009.15,frontal_plane_knee_projection_angle,7.91,GREEN
1009.18,knee_flexion_depth,39.47,GREEN
1009.18,frontal_plane_knee_projection_angle,0.81,GREEN
1009.21,knee_flexion_depth,52.96,GREEN
1009.21,frontal_plane_knee_projection_angle,9.12,GREEN
1009.24,knee_flexion_depth,8.35,GREEN
1009.24,frontal_plane_knee_projection_angle,2.74,GREEN
1009.27,knee_flexion_depth,49.26,GREEN
1009.27,frontal_plane_knee_projection_angle,7.41,GREEN
1009.3,knee_flexion_depth,15.13,GREEN
1009.3,frontal_plane_knee_projection_angle,2.07,GREEN
1009.33,knee_flexion_depth,25.34,GREEN
1009.33,frontal_plane_knee_projection_angle,4.8,GREEN
1009.36,knee_flexion_depth,38.94,GREEN
1009.36,frontal_plane_knee_projection_angle,3.65,GREEN
1009.39,knee_flexion_depth,30.39,GREEN
1009.39,frontal_plane_knee_projection_angle,7.4,GREEN
1009.42,knee_flexion_depth,7.01,GREEN
1009.42,frontal_plane_knee_projection_angle,2.5,GREEN
1009.45,knee_flexion_depth,44.16,GREEN
1009.45,frontal_plane_knee_projection_angle,8.86,GREEN
1009.48,knee_flexion_depth,33.09,GREEN
1009.48,frontal_plane_knee_projection_angle,5.27,GREEN
1009.51,knee_flexion_depth,10.88,GREEN
1009.51,frontal_plane_knee_projection_angle,4.43,GREEN
1009.54,knee_flexion_depth,34.24,GREEN
1009.54,frontal_plane_knee_projection_angle,2.4,GREEN
1009.57,knee_flexion_depth,19.78,GREEN
1009.57,frontal_plane_knee_projection_angle,3.74,GREEN
1009.6,knee_flexion_depth,6.1,GREEN
1009.6,frontal_plane_knee_projection_angle,3.19,GREEN
1009.63,knee_flexion_depth,16.61,GREEN
1009.63,frontal_plane_knee_projection_angle,3.24,GREEN
1009.66,knee_flexion_depth,11.57,GREEN
1009.66,frontal_plane_knee_projection_angle,8.82,GREEN
1009.69,knee_flexion_depth,37.59,GREEN
1009.69,frontal_plane_knee_projection_angle,6.72,GREEN
1009.72,knee_flexion_depth,48.33,GREEN
1009.72,frontal_plane_knee_projection_angle,4.93,GREEN
1009.75,knee_flexion_depth,9.77,GREEN
1009.75,frontal_plane_knee_projection_angle,5.32,GREEN
1009.78,knee_flexion_depth,37.22,GREEN
1009.78,frontal_plane_knee_projection_angle,7.38,GREEN
1009.81,knee_flexion_depth,28.7,GREEN
1009.81,frontal_plane_knee_projection_angle,1.26,GREEN
1009.84,knee_flexion_depth,20.58,GREEN
1009.84,frontal_plane_knee_projection_angle,3.59,GREEN
1009.87,knee_flexion_depth,40.46,GREEN
1009.87,frontal_plane_knee_projection_angle,5.65,GREEN
1009.9,knee_flexion_depth,24.55,GREEN
1009.9,frontal_plane_knee_projection_angle,9.77,GREEN
1009.93,knee_flexion_depth,38.26,GREEN
1009.93,frontal_plane_knee_projection_angle,2.35,GREEN
1009.96,knee_flexion_depth,10.59,GREEN
1009.96,frontal_plane_knee_projection_angle,1.51,GREEN
1009.99,knee_flexion_depth,18.5,GREEN
1009.99,frontal_plane_knee_projection_angle,1.59,GREEN
1010.02,knee_flexion_depth,15.24,GREEN
1010.02,frontal_plane_knee_projection_angle,2.82,GREEN
1010.05,knee_flexion_depth,14.52,GREEN
1010.05,frontal_plane_knee_projection_angle,8.88,GREEN
1010.08,knee_flexion_depth,9.4,GREEN
1010.08,frontal_plane_knee_projection_angle,5.19,GREEN
1010.11,knee_flexion_depth,27.53,GREEN
1010.11,frontal_plane_knee_projection_angle,9.73,GREEN
1010.14,knee_flexion_depth,11.15,GREEN
1010.14,frontal_plane_knee_projection_angle,3.94,GREEN
1010.17,knee_flexion_depth,58.22,GREEN
1010.17,frontal_plane_knee_projection_angle,8.57,GREEN
1010.2,knee_flexion_depth,49.86,GREEN
1010.2,frontal_plane_knee_projection_angle,2.55,GREEN
1010.23,knee_flexion_depth,14.38,GREEN
1010.23,frontal_plane_knee_projection_angle,6.62,GREEN
1010.26,knee_flexion_depth,56.02,GREEN
1010.26,frontal_plane_knee_projection_angle,5.51,GREEN
1010.29,knee_flexion_depth,36.38,GREEN
1010.29,frontal_plane_knee_projection_angle,2.77,GREEN
1010.32,knee_flexion_depth,47.25,GREEN
1010.32,frontal_plane_knee_projection_angle,1.85,GREEN
1010.35,knee_flexion_depth,22.77,GREEN
1010.35,frontal_plane_knee_projection_angle,4.21,GREEN
1010.38,knee_flexion_depth,32.87,GREEN
1010.38,frontal_plane_knee_projection_angle,2.4,GREEN
1010.41,knee_flexion_depth,11.3,GREEN
1010.41,frontal_plane_knee_projection_angle,6.05,GREEN
1010.44,knee_flexion_depth,20.85,GREEN
1010.44,frontal_plane_knee_projection_angle,5.75,GREEN
1010.47,knee_flexion_depth,13.47,GREEN
1010.47,frontal_plane_knee_projection_angle,4.76,GREEN
1010.5,knee_flexion_depth,34.24,GREEN
1010.5,frontal_plane_knee_projection_angle,0.51,GREEN
1010.53,knee_flexion_depth,23.48,GREEN
1010.53,frontal_plane_knee_projection_angle,1.33,GREEN
1010.56,knee_flexion_depth,8.48,GREEN
1010.56,frontal_plane_knee_projection_angle,9.8,GREEN
1010.59,knee_flexion_depth,22.7,GREEN
1010.59,frontal_plane_knee_projection_angle,8.02,GREEN
1010.62,knee_flexion_depth,18.98,GREEN
1010.62,frontal_plane_knee_projection_angle,6.75,GREEN
1010.65,knee_flexion_depth,46.74,GREEN
1010.65,frontal_plane_knee_projection_angle,5.9,GREEN
1010.68,knee_flexion_depth,30.89,GREEN
1010.68,frontal_plane_knee_projection_angle,4.08,GREEN
1010.71,knee_flexion_depth,24.15,GREEN
1010.71,frontal_plane_knee_projection_angle,9.2,GREEN
1010.74,knee_flexion_depth,50.6,GREEN
1010.74,frontal_plane_knee_projection_angle,9.55,GREEN
1010.77,knee_flexion_depth,11.82,GREEN
1010.77,frontal_plane_knee_projection_angle,7.24,GREEN
1010.8,knee_flexion_depth,56.51,GREEN
1010.8,frontal_plane_knee_projection_angle,1.79,GREEN
1010.83,knee_flexion_depth,8.65,GREEN
1010.83,frontal_plane_knee_projection_angle,7.34,GREEN
1010.86,knee_flexion_depth,36.54,GREEN
1010.86,frontal_plane_knee_projection_angle,8.33,GREEN
1010.89,knee_flexion_depth,12.67,GREEN
1010.89,frontal_plane_knee_projection_angle,7.87,GREEN
1010.92,knee_flexion_depth,16.07,GREEN
1010.92,frontal_plane_knee_projection_angle,1.62,GREEN
1010.95,knee_flexion_depth,14.02,GREEN
1010.95,frontal_plane_knee_projection_angle,8.06,GREEN
1010.98,knee_flexion_depth,41.52,GREEN
1010.98,frontal_plane_knee_projection_angle,5.18,GREEN
1011.01,knee_flexion_depth,24.7,GREEN
1011.01,frontal_plane_knee_projection_angle,8.68,GREEN
1011.04,knee_flexion_depth,26.55,GREEN
1011.04,frontal_plane_knee_projection_angle,8.08,GREEN
1011.07,knee_flexion_depth,29.11,GREEN
1011.07,frontal_plane_knee_projection_angle,3.73,GREEN
1011.1,knee_flexion_depth,30.4,GREEN
1011.1,frontal_plane_knee_projection_angle,2.98,GREEN
1011.13,knee_flexion_depth,46.04,GREEN
1011.13,frontal_plane_knee_projection_angle,4.98,GREEN
1011.16,knee_flexion_depth,17.75,GREEN
1011.16,frontal_plane_knee_projection_angle,8.91,GREEN
1011.19,knee_flexion_depth,26.08,GREEN
1011.19,frontal_plane_knee_projection_angle,5.38,GREEN
1011.22,knee_flexion_depth,54.77,GREEN
1011.22,frontal_plane_knee_projection_angle,6.18,GREEN
1011.25,knee_flexion_depth,11.42,GREEN
1011.25,frontal_plane_knee_projection_angle,9.3,GREEN
1011.28,knee_flexion_depth,39.46,GREEN
1011.28,frontal_plane_knee_projection_angle,3.32,GREEN
1011.31,knee_flexion_depth,12.65,GREEN
1011.31,frontal_plane_knee_projection_angle,7.86,GREEN
1011.34,knee_flexion_depth,39.04,GREEN
1011.34,frontal_plane_knee_projection_angle,5.28,GREEN
1011.37,knee_flexion_depth,54.07,GREEN
1011.37,frontal_plane_knee_projection_angle,7.81,GREEN
1011.4,knee_flexion_depth,13.33,GREEN
1011.4,frontal_plane_knee_projection_angle,3.09,GREEN
1011.43,knee_flexion_depth,18.64,GREEN
1011.43,frontal_plane_knee_projection_angle,7.37,GREEN
1011.46,knee_flexion_depth,6.84,GREEN
1011.46,frontal_plane_knee_projection_angle,5.64,GREEN
1011.49,knee_flexion_depth,46.86,GREEN
1011.49,frontal_plane_knee_projection_angle,8.68,GREEN
1011.52,knee_flexion_depth,23.78,GREEN
1011.52,frontal_plane_knee_projection_angle,8.13,GREEN
1011.55,knee_flexion_depth,11.07,GREEN
1011.55,frontal_plane_knee_projection_angle,8.38,GREEN
1011.58,knee_flexion_depth,12.0,GREEN
1011.58,frontal_plane_knee_projection_angle,3.93,GREEN
1011.61,knee_flexion_depth,48.77,GREEN
1011.61,frontal_plane_knee_projection_angle,1.48,GREEN
1011.64,knee_flexion_depth,17.59,GREEN
1011.64,frontal_plane_knee_projection_angle,7.15,GREEN
1011.67,knee_flexion_depth,44.53,GREEN
1011.67,frontal_plane_knee_projection_angle,6.35,GREEN
1011.7,knee_flexion_depth,43.1,GREEN
1011.7,frontal_plane_knee_projection_angle,5.37,GREEN
1011.73,knee_flexion_depth,18.82,GREEN
1011.73,frontal_plane_knee_projection_angle,3.42,GREEN
1011.76,knee_flexion_depth,14.97,GREEN
1011.76,frontal_plane_knee_projection_angle,8.99,GREEN
1011.79,knee_flexion_depth,37.03,GREEN
1011.79,frontal_plane_knee_projection_angle,3.97,GREEN
1011.82,knee_flexion_depth,30.36,GREEN
1011.82,frontal_plane_knee_projection_angle,9.38,GREEN
1011.85,knee_flexion_depth,13.42,GREEN
1011.85,frontal_plane_knee_projection_angle,5.8,GREEN
1011.88,knee_flexion_depth,32.77,GREEN
1011.88,frontal_plane_knee_projection_angle,6.05,GREEN
1011.91,knee_flexion_depth,5.99,GREEN
1011.91,frontal_plane_knee_projection_angle,8.63,GREEN
1011.94,knee_flexion_depth,56.17,GREEN
1011.94,frontal_plane_knee_projection_angle,5.59,GREEN
1011.97,knee_flexion_depth,43.25,GREEN
1011.97,frontal_plane_knee_projection_angle,9.13,GREEN
1012.0,knee_flexion_depth,43.83,GREEN
1012.0,frontal_plane_knee_projection_angle,1.51,GREEN
1012.03,knee_flexion_depth,36.64,GREEN
1012.03,frontal_plane_knee_projection_angle,6.01,GREEN
1012.06,knee_flexion_depth,28.28,GREEN
1012.06,frontal_plane_knee_projection_angle,7.29,GREEN
1012.09,knee_flexion_depth,56.3,GREEN
1012.09,frontal_plane_knee_projection_angle,9.16,GREEN
1012.12,knee_flexion_depth,29.75,GREEN
1012.12,frontal_plane_knee_projection_angle,1.12,GREEN
1012.15,knee_flexion_depth,59.07,GREEN
1012.15,frontal_plane_knee_projection_angle,8.31,GREEN
1012.18,knee_flexion_depth,11.84,GREEN
1012.18,frontal_plane_knee_projection_angle,9.12,GREEN
1012.21,knee_flexion_depth,52.76,GREEN
1012.21,frontal_plane_knee_projection_angle,5.14,GREEN
1012.24,knee_flexion_depth,37.46,GREEN
1012.24,frontal_plane_knee_projection_angle,3.95,GREEN
1012.27,knee_flexion_depth,8.01,GREEN
1012.27,frontal_plane_knee_projection_angle,3.32,GREEN
1012.3,knee_flexion_depth,49.08,GREEN
1012.3,frontal_plane_knee_projection_angle,0.05,GREEN
1012.33,knee_flexion_depth,23.31,GREEN
1012.33,frontal_plane_knee_projection_angle,3.94,GREEN
1012.36,knee_flexion_depth,34.5,GREEN
1012.36,frontal_plane_knee_projection_angle,9.11,GREEN
1012.39,knee_flexion_depth,24.01,GREEN
1012.39,frontal_plane_knee_projection_angle,3.43,GREEN
1012.42,knee_flexion_depth,45.49,GREEN
1012.42,frontal_plane_knee_projection_angle,4.48,GREEN
1012.45,knee_flexion_depth,17.33,GREEN
1012.45,frontal_plane_knee_projection_angle,4.48,GREEN
1012.48,knee_flexion_depth,12.73,GREEN
1012.48,frontal_plane_knee_projection_angle,1.75,GREEN
1012.51,knee_flexion_depth,32.36,GREEN
1012.51,frontal_plane_knee_projection_angle,4.15,GREEN
1012.54,knee_flexion_depth,55.23,GREEN
1012.54,frontal_plane_knee_projection_angle,3.59,GREEN
1012.57,knee_flexion_depth,36.87,GREEN
1012.57,frontal_plane_knee_projection_angle,6.26,GREEN
1012.6,knee_flexion_depth,5.72,GREEN
1012.6,frontal_plane_knee_projection_angle,6.57,GREEN
1012.63,knee_flexion_depth,14.77,GREEN
1012.63,frontal_plane_knee_projection_angle,9.51,GREEN
1012.66,knee_flexion_depth,13.16,GREEN
1012.66,frontal_plane_knee_projection_angle,4.1,GREEN
1012.69,knee_flexion_depth,9.69,GREEN
1012.69,frontal_plane_knee_projection_angle,9.87,GREEN
1012.72,knee_flexion_depth,32.57,GREEN
1012.72,frontal_plane_knee_projection_angle,5.89,GREEN
1012.75,knee_flexion_depth,8.68,GREEN
1012.75,frontal_plane_knee_projection_angle,7.42,GREEN
1012.78,knee_flexion_depth,16.52,GREEN
1012.78,frontal_plane_knee_projection_angle,8.89,GREEN
1012.81,knee_flexion_depth,16.26,GREEN
1012.81,frontal_plane_knee_projection_angle,1.89,GREEN
1012.84,knee_flexion_depth,7.01,GREEN
1012.84,frontal_plane_knee_projection_angle,4.67,GREEN
1012.87,knee_flexion_depth,36.01,GREEN
1012.87,frontal_plane_knee_projection_angle,0.65,GREEN
1012.9,knee_flexion_depth,47.58,GREEN
1012.9,frontal_plane_knee_projection_angle,4.49,GREEN
1012.93,knee_flexion_depth,33.79,GREEN
1012.93,frontal_plane_knee_projection_angle,4.36,GREEN
1012.96,knee_flexion_depth,27.0,GREEN
1012.96,frontal_plane_knee_projection_angle,5.54,GREEN
1012.99,knee_flexion_depth,13.52,GREEN
1012.99,frontal_plane_knee_projection_angle,1.8,GREEN
1013.02,knee_flexion_depth,52.31,GREEN
1013.02,frontal_plane_knee_projection_angle,9.37,GREEN
1013.05,knee_flexion_depth,25.49,GREEN
1013.05,frontal_plane_knee_projection_angle,2.68,GREEN
1013.08,knee_flexion_depth,40.36,GREEN
1013.08,frontal_plane_knee_projection_angle,4.05,GREEN
1013.11,knee_flexion_depth,6.39,GREEN
1013.11,frontal_plane_knee_projection_angle,1.55,GREEN
1013.14,knee_flexion_depth,44.31,GREEN
1013.14,frontal_plane_knee_projection_angle,6.52,GREEN
1013.17,knee_flexion_depth,6.49,GREEN
1013.17,frontal_plane_knee_projection_angle,2.2,GREEN
1013.2,knee_flexion_depth,17.69,GREEN
1013.2,frontal_plane_knee_projection_angle,6.65,GREEN
1013.23,knee_flexion_depth,6.08,GREEN
1013.23,frontal_plane_knee_projection_angle,1.03,GREEN
1013.26,knee_flexion_depth,48.92,GREEN
1013.26,frontal_plane_knee_projection_angle,1.77,GREEN
1013.29,knee_flexion_depth,40.84,GREEN
1013.29,frontal_plane_knee_projection_angle,2.36,GREEN
1013.32,knee_flexion_depth,10.46,GREEN
1013.32,frontal_plane_knee_projection_angle,2.41,GREEN
1013.35,knee_flexion_depth,44.65,GREEN
1013.35,frontal_plane_knee_projection_angle,8.47,GREEN
1013.38,knee_flexion_depth,50.58,GREEN
1013.38,frontal_plane_knee_projection_angle,3.93,GREEN
1013.41,knee_flexion_depth,41.68,GREEN
1013.41,frontal_plane_knee_projection_angle,2.03,GREEN
1013.44,knee_flexion_depth,21.09,GREEN
1013.44,frontal_plane_knee_projection_angle,8.87,GREEN
1013.47,knee_flexion_depth,5.71,GREEN
1013.47,frontal_plane_knee_projection_angle,0.85,GREEN
1013.5,knee_flexion_depth,16.41,GREEN
1013.5,frontal_plane_knee_projection_angle,0.26,GREEN
1013.53,knee_flexion_depth,14.96,GREEN
1013.53,frontal_plane_knee_projection_angle,5.77,GREEN
1013.56,knee_flexion_depth,28.14,GREEN
1013.56,frontal_plane_knee_projection_angle,8.84,GREEN
1013.59,knee_flexion_depth,49.88,GREEN
1013.59,frontal_plane_knee_projection_angle,3.38,GREEN
1013.62,knee_flexion_depth,19.24,GREEN
1013.62,frontal_plane_knee_projection_angle,3.76,GREEN
1013.65,knee_flexion_depth,37.41,GREEN
1013.65,frontal_plane_knee_projection_angle,2.65,GREEN
1013.68,knee_flexion_depth,39.27,GREEN
1013.68,frontal_plane_knee_projection_angle,4.05,GREEN
1013.71,knee_flexion_depth,35.31,GREEN
1013.71,frontal_plane_knee_projection_angle,4.32,GREEN
1013.74,knee_flexion_depth,21.17,GREEN
1013.74,frontal_plane_knee_projection_angle,9.39,GREEN
1013.77,knee_flexion_depth,46.92,GREEN
1013.77,frontal_plane_knee_projection_angle,1.39,GREEN
1013.8,knee_flexion_depth,52.68,GREEN
1013.8,frontal_plane_knee_projection_angle,4.83,GREEN
1013.83,knee_flexion_depth,54.11,GREEN
1013.83,frontal_plane_knee_projection_angle,7.92,GREEN
1013.86,knee_flexion_depth,28.34,GREEN
1013.86,frontal_plane_knee_projection_angle,0.22,GREEN
1013.89,knee_flexion_depth,19.75,GREEN
1013.89,frontal_plane_knee_projection_angle,5.36,GREEN
1013.92,knee_flexion_depth,39.78,GREEN
1013.92,frontal_plane_knee_projection_angle,2.55,GREEN
1013.95,knee_flexion_depth,12.65,GREEN
1013.95,frontal_plane_knee_projection_angle,8.27,GREEN
1013.98,knee_flexion_depth,59.04,GREEN
1013.98,frontal_plane_knee_projection_angle,5.2,GREEN
1014.01,knee_flexion_depth,14.43,GREEN
1014.01,frontal_plane_knee_projection_angle,2.7,GREEN
1014.04,knee_flexion_depth,6.01,GREEN
1014.04,frontal_plane_knee_projection_angle,9.05,GREEN
1014.07,knee_flexion_depth,11.46,GREEN
1014.07,frontal_plane_knee_projection_angle,5.71,GREEN
1014.1,knee_flexion_depth,20.05,GREEN
1014.1,frontal_plane_knee_projection_angle,5.49,GREEN
1014.13,knee_flexion_depth,40.76,GREEN
1014.13,frontal_plane_knee_projection_angle,8.21,GREEN
1014.16,knee_flexion_depth,16.33,GREEN
1014.16,frontal_plane_knee_projection_angle,0.11,GREEN
1014.19,knee_flexion_depth,12.52,GREEN
1014.19,frontal_plane_knee_projection_angle,8.91,GREEN
1014.22,knee_flexion_depth,52.98,GREEN
1014.22,frontal_plane_knee_projection_angle,5.91,GREEN
1014.25,knee_flexion_depth,37.97,GREEN
1014.25,frontal_plane_knee_projection_angle,6.58,GREEN
1014.28,knee_flexion_depth,14.63,GREEN
1014.28,frontal_plane_knee_projection_angle,9.05,GREEN
1014.31,knee_flexion_depth,27.99,GREEN
1014.31,frontal_plane_knee_projection_angle,3.79,GREEN
1014.34,knee_flexion_depth,33.49,GREEN
1014.34,frontal_plane_knee_projection_angle,0.46,GREEN
1014.37,knee_flexion_depth,14.13,GREEN
1014.37,frontal_plane_knee_projection_angle,7.31,GREEN
1014.4,knee_flexion_depth,9.55,GREEN
1014.4,frontal_plane_knee_projection_angle,5.97,GREEN
1014.43,knee_flexion_depth,18.47,GREEN
1014.43,frontal_plane_knee_projection_angle,3.85,GREEN
1014.46,knee_flexion_depth,20.85,GREEN
1014.46,frontal_plane_knee_projection_angle,3.52,GREEN
1014.49,knee_flexion_depth,44.48,GREEN
1014.49,frontal_plane_knee_projection_angle,2.94,GREEN
1014.52,knee_flexion_depth,36.1,GREEN
1014.52,frontal_plane_knee_projection_angle,4.71,GREEN
1014.55,knee_flexion_depth,41.44,GREEN
1014.55,frontal_plane_knee_projection_angle,9.27,GREEN
1014.58,knee_flexion_depth,45.22,GREEN
1014.58,frontal_plane_knee_projection_angle,2.13,GREEN
1014.61,knee_flexion_depth,6.71,GREEN
1014.61,frontal_plane_knee_projection_angle,2.6,GREEN
1014.64,knee_flexion_depth,37.67,GREEN
1014.64,frontal_plane_knee_projection_angle,0.51,GREEN
1014.67,knee_flexion_depth,32.25,GREEN
1014.67,frontal_plane_knee_projection_angle,5.91,GREEN
1014.7,knee_flexion_depth,23.35,GREEN
1014.7,frontal_plane_knee_projection_angle,7.63,GREEN
1014.73,knee_flexion_depth,10.85,GREEN
1014.73,frontal_plane_knee_projection_angle,0.74,GREEN
1014.76,knee_flexion_depth,44.98,GREEN
1014.76,frontal_plane_knee_projection_angle,4.91,GREEN
1014.79,knee_flexion_depth,42.79,GREEN
1014.79,frontal_plane_knee_projection_angle,4.3,GREEN
1014.82,knee_flexion_depth,18.53,GREEN
1014.82,frontal_plane_knee_projection_angle,8.11,GREEN
1014.85,knee_flexion_depth,48.89,GREEN
1014.85,frontal_plane_knee_projection_angle,6.88,GREEN
1014.88,knee_flexion_depth,19.94,GREEN
1014.88,frontal_plane_knee_projection_angle,5.84,GREEN
1014.91,knee_flexion_depth,24.82,GREEN
1014.91,frontal_plane_knee_projection_angle,0.91,GREEN
1014.94,knee_flexion_depth,55.36,GREEN
1014.94,frontal_plane_knee_projection_angle,1.35,GREEN
1014.97,knee_flexion_depth,57.17,GREEN
1014.97,frontal_plane_knee_projection_angle,4.42,GREEN
2000.0,knee_flexion_depth,62.76,YELLOW
2000.0,frontal_plane_knee_projection_angle,5.36,YELLOW
2000.03,knee_flexion_depth,52.92,YELLOW
2000.03,frontal_plane_knee_projection_angle,13.59,YELLOW
2000.06,knee_flexion_depth,72.02,YELLOW
2000.06,frontal_plane_knee_projection_angle,6.52,YELLOW
2000.09,knee_flexion_depth,43.01,YELLOW
2000.09,frontal_plane_knee_projection_angle,14.16,YELLOW
2000.12,knee_flexion_depth,63.72,YELLOW
2000.12,frontal_plane_knee_projection_angle,4.85,YELLOW
2000.15,knee_flexion_depth,17.14,YELLOW
2000.15,frontal_plane_knee_projection_angle,14.84,YELLOW
2000.18,knee_flexion_depth,74.07,YELLOW
2000.18,frontal_plane_knee_projection_angle,0.39,YELLOW
2000.21,knee_flexion_depth,43.74,YELLOW
2000.21,frontal_plane_knee_projection_angle,14.53,YELLOW
2000.24,knee_flexion_depth,62.69,YELLOW
2000.24,frontal_plane_knee_projection_angle,5.62,YELLOW
2000.27,knee_flexion_depth,55.26,YELLOW
2000.27,frontal_plane_knee_projection_angle,10.17,YELLOW
2000.3,knee_flexion_depth,70.39,YELLOW
2000.3,frontal_plane_knee_projection_angle,2.94,YELLOW
2000.33,knee_flexion_depth,55.75,YELLOW
2000.33,frontal_plane_knee_projection_angle,14.76,YELLOW
2000.36,knee_flexion_depth,74.07,YELLOW
2000.36,frontal_plane_knee_projection_angle,4.69,YELLOW
2000.39,knee_flexion_depth,52.33,YELLOW
2000.39,frontal_plane_knee_projection_angle,14.14,YELLOW
2000.42,knee_flexion_depth,64.75,YELLOW
2000.42,frontal_plane_knee_projection_angle,8.21,YELLOW
2000.45,knee_flexion_depth,7.03,YELLOW
